set,set id,name,id,card number,image,prices,price,cost,obtained
Silver Tempest,swsh12,Chinchou,swsh12-51,51,"{'small': 'https://images.pokemontcg.io/swsh12/51.png', 'large': 'https://images.pokemontcg.io/swsh12/51_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-51', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 4.99, 'market': 0.14, 'directLow': 0.03}, 'normal': {'low': 0.01, 'mid': 0.08, 'high': 5.0, 'market': 0.06, 'directLow': None}}}",0.06,0,False
Silver Tempest,swsh12,Emolga,swsh12-54,54,"{'small': 'https://images.pokemontcg.io/swsh12/54.png', 'large': 'https://images.pokemontcg.io/swsh12/54_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-54', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 6.0, 'market': 0.13, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.08, 'high': 4.99, 'market': 0.07, 'directLow': None}}}",0.07,0,False
Silver Tempest,swsh12,Zeraora,swsh12-56,56,"{'small': 'https://images.pokemontcg.io/swsh12/56.png', 'large': 'https://images.pokemontcg.io/swsh12/56_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-56', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.13, 'directLow': None}, 'reverseHolofoil': {'low': 0.08, 'mid': 0.44, 'high': 4.99, 'market': 0.4, 'directLow': 0.35}}}",0.13,0,False
Silver Tempest,swsh12,Drowzee,swsh12-60,60,"{'small': 'https://images.pokemontcg.io/swsh12/60.png', 'large': 'https://images.pokemontcg.io/swsh12/60_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-60', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.09, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.21, 'high': 4.99, 'market': 0.16, 'directLow': None}}}",0.06,0,False
Silver Tempest,swsh12,Hypno,swsh12-61,61,"{'small': 'https://images.pokemontcg.io/swsh12/61.png', 'large': 'https://images.pokemontcg.io/swsh12/61_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-61', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.25, 'high': 4.99, 'market': 0.23, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.05, 'directLow': None}}}",0.05,0,False
Silver Tempest,swsh12,Jynx,swsh12-62,62,"{'small': 'https://images.pokemontcg.io/swsh12/62.png', 'large': 'https://images.pokemontcg.io/swsh12/62_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-62', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.15, 'high': 4.99, 'market': 0.14, 'directLow': None}}}",0.06,0,False
Silver Tempest,swsh12,Misdreavus,swsh12-63,63,"{'small': 'https://images.pokemontcg.io/swsh12/63.png', 'large': 'https://images.pokemontcg.io/swsh12/63_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-63', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.08, 'high': 4.99, 'market': 0.05, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.16, 'high': 4.99, 'market': 0.14, 'directLow': None}}}",0.05,0,False
Silver Tempest,swsh12,Mismagius,swsh12-64,64,"{'small': 'https://images.pokemontcg.io/swsh12/64.png', 'large': 'https://images.pokemontcg.io/swsh12/64_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-64', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.02, 'mid': 0.17, 'high': 4.99, 'market': 0.15, 'directLow': None}, 'reverseHolofoil': {'low': 0.2, 'mid': 0.36, 'high': 4.99, 'market': 0.34, 'directLow': None}}}",0.15,0,False
Silver Tempest,swsh12,Ralts,swsh12-67,67,"{'small': 'https://images.pokemontcg.io/swsh12/67.png', 'large': 'https://images.pokemontcg.io/swsh12/67_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-67', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.08, 'mid': 0.25, 'high': 4.99, 'market': 0.25, 'directLow': 0.22}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': 0.03}}}",0.06,0,False
Silver Tempest,swsh12,Kirlia,swsh12-68,68,"{'small': 'https://images.pokemontcg.io/swsh12/68.png', 'large': 'https://images.pokemontcg.io/swsh12/68_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-68', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.15, 'mid': 0.42, 'high': 5.0, 'market': 0.43, 'directLow': 0.34}, 'normal': {'low': 0.01, 'mid': 0.2, 'high': 5.0, 'market': 0.13, 'directLow': None}}}",0.13,0,False
Silver Tempest,swsh12,Mawile V,swsh12-70,70,"{'small': 'https://images.pokemontcg.io/swsh12/70.png', 'large': 'https://images.pokemontcg.io/swsh12/70_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-70', 'updatedAt': '2025/01/26', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.55, 'high': 5.0, 'market': 0.42, 'directLow': 0.28}}}",0.42,0,False
Silver Tempest,swsh12,Beheeyem,swsh12-80,80,"{'small': 'https://images.pokemontcg.io/swsh12/80.png', 'large': 'https://images.pokemontcg.io/swsh12/80_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-80', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': 0.01}, 'reverseHolofoil': {'low': 0.12, 'mid': 0.22, 'high': 4.99, 'market': 0.22, 'directLow': None}}}",0.07,0,False
Silver Tempest,swsh12,Espurr,swsh12-81,81,"{'small': 'https://images.pokemontcg.io/swsh12/81.png', 'large': 'https://images.pokemontcg.io/swsh12/81_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-81', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.09, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 4.99, 'market': 0.15, 'directLow': 0.13}}}",0.06,0,False
Silver Tempest,swsh12,Meowstic,swsh12-82,82,"{'small': 'https://images.pokemontcg.io/swsh12/82.png', 'large': 'https://images.pokemontcg.io/swsh12/82_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-82', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.16, 'high': 4.99, 'market': 0.16, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': None}}}",0.07,0,False
Silver Tempest,swsh12,Swirlix,swsh12-83,83,"{'small': 'https://images.pokemontcg.io/swsh12/83.png', 'large': 'https://images.pokemontcg.io/swsh12/83_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-83', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.17, 'high': 4.99, 'market': 0.15, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.07, 'high': 33.96, 'market': 0.06, 'directLow': 0.01}}}",0.06,0,False
Silver Tempest,swsh12,Indeedee,swsh12-86,86,"{'small': 'https://images.pokemontcg.io/swsh12/86.png', 'large': 'https://images.pokemontcg.io/swsh12/86_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-86', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.08, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.15, 'high': 4.99, 'market': 0.14, 'directLow': None}}}",0.06,0,False
Silver Tempest,swsh12,Baltoy,swsh12-93,93,"{'small': 'https://images.pokemontcg.io/swsh12/93.png', 'large': 'https://images.pokemontcg.io/swsh12/93_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-93', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.06, 'high': 4.99, 'market': 0.04, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 4.99, 'market': 0.12, 'directLow': 0.12}}}",0.04,0,False
Silver Tempest,swsh12,Terrakion,swsh12-97,97,"{'small': 'https://images.pokemontcg.io/swsh12/97.png', 'large': 'https://images.pokemontcg.io/swsh12/97_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-97', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.13, 'mid': 0.3, 'high': 4.99, 'market': 0.25, 'directLow': 0.24}, 'holofoil': {'low': 0.04, 'mid': 0.24, 'high': 4.99, 'market': 0.23, 'directLow': 0.1}}}",0.25,0,False
Silver Tempest,swsh12,Stonjourner,swsh12-101,101,"{'small': 'https://images.pokemontcg.io/swsh12/101.png', 'large': 'https://images.pokemontcg.io/swsh12/101_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-101', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 4.99, 'market': 0.08, 'directLow': 0.05}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.03, 'directLow': 0.01}}}",0.03,0,False
Silver Tempest,swsh12,Krookodile,swsh12-113,113,"{'small': 'https://images.pokemontcg.io/swsh12/113.png', 'large': 'https://images.pokemontcg.io/swsh12/113_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-113', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.15, 'mid': 0.3, 'high': 4.99, 'market': 0.33, 'directLow': None}, 'holofoil': {'low': 0.01, 'mid': 0.2, 'high': 5.0, 'market': 0.23, 'directLow': 0.01}}}",0.33,0,False
Silver Tempest,swsh12,Klink,swsh12-123,123,"{'small': 'https://images.pokemontcg.io/swsh12/123.png', 'large': 'https://images.pokemontcg.io/swsh12/123_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-123', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.15, 'directLow': 0.07}, 'normal': {'low': 0.01, 'mid': 0.07, 'high': 4.99, 'market': 0.06, 'directLow': 0.01}}}",0.06,0,False
Silver Tempest,swsh12,Rotom,swsh12-53,53,"{'small': 'https://images.pokemontcg.io/swsh12/53.png', 'large': 'https://images.pokemontcg.io/swsh12/53_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-53', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.11, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.07, 'high': 4.99, 'market': 0.05, 'directLow': None}}}",0.05,0,False
Silver Tempest,swsh12,Stunfisk,swsh12-55,55,"{'small': 'https://images.pokemontcg.io/swsh12/55.png', 'large': 'https://images.pokemontcg.io/swsh12/55_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-55', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.07, 'high': 4.99, 'market': 0.04, 'directLow': None}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.15, 'high': 4.99, 'market': 0.13, 'directLow': None}}}",0.04,0,False
Silver Tempest,swsh12,Regieleki VMAX,swsh12-58,58,"{'small': 'https://images.pokemontcg.io/swsh12/58.png', 'large': 'https://images.pokemontcg.io/swsh12/58_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-58', 'updatedAt': '2025/01/26', 'prices': {'holofoil': {'low': 0.4, 'mid': 1.15, 'high': 95.0, 'market': 0.76, 'directLow': None}}}",0.76,0,False
Silver Tempest,swsh12,Unown VSTAR,swsh12-66,66,"{'small': 'https://images.pokemontcg.io/swsh12/66.png', 'large': 'https://images.pokemontcg.io/swsh12/66_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-66', 'updatedAt': '2025/01/26', 'prices': {'holofoil': {'low': 0.43, 'mid': 1.0, 'high': 89.0, 'market': 0.93, 'directLow': 0.99}}}",0.93,0,False
Silver Tempest,swsh12,Solosis,swsh12-76,76,"{'small': 'https://images.pokemontcg.io/swsh12/76.png', 'large': 'https://images.pokemontcg.io/swsh12/76_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-76', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.08, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 4.99, 'market': 0.09, 'directLow': None}}}",0.06,0,False
Silver Tempest,swsh12,Duosion,swsh12-77,77,"{'small': 'https://images.pokemontcg.io/swsh12/77.png', 'large': 'https://images.pokemontcg.io/swsh12/77_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-77', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.04, 'mid': 0.16, 'high': 4.99, 'market': 0.12, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.09, 'high': 4.99, 'market': 0.05, 'directLow': None}}}",0.05,0,False
Silver Tempest,swsh12,Elgyem,swsh12-79,79,"{'small': 'https://images.pokemontcg.io/swsh12/79.png', 'large': 'https://images.pokemontcg.io/swsh12/79_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-79', 'updatedAt': '2025/01/26', 'prices': {'normal': {'low': 0.01, 'mid': 0.07, 'high': 4.99, 'market': 0.05, 'directLow': None}, 'reverseHolofoil': {'low': 0.07, 'mid': 0.19, 'high': 4.99, 'market': 0.18, 'directLow': None}}}",0.05,0,False
Silver Tempest,swsh12,Dedenne,swsh12-85,85,"{'small': 'https://images.pokemontcg.io/swsh12/85.png', 'large': 'https://images.pokemontcg.io/swsh12/85_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh12-85', 'updatedAt': '2025/01/26', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.17, 'high': 4.99, 'market': 0.18, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.09, 'directLow': None}}}",0.09,0,False
