set,set id,name,id,card number,image,prices,price,cost,obtained
Paradox Rift,sv4,Crocalor,sv4-24,24,"{'small': 'https://images.pokemontcg.io/sv4/24.png', 'large': 'https://images.pokemontcg.io/sv4/24_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-24', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.16, 'high': 5.0, 'market': 0.11, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': None}}}",0.07,0,False
Paradox Rift,sv4,Charcadet,sv4-26,26,"{'small': 'https://images.pokemontcg.io/sv4/26.png', 'large': 'https://images.pokemontcg.io/sv4/26_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-26', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.14, 'high': 4.99, 'market': 0.11, 'directLow': 0.05}}}",0.06,0,False
Paradox Rift,sv4,Armarouge ex,sv4-27,27,"{'small': 'https://images.pokemontcg.io/sv4/27.png', 'large': 'https://images.pokemontcg.io/sv4/27_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-27', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 0.2, 'mid': 0.69, 'high': 10.0, 'market': 0.52, 'directLow': 0.45}}}",0.52,0,False
Paradox Rift,sv4,Feebas,sv4-35,35,"{'small': 'https://images.pokemontcg.io/sv4/35.png', 'large': 'https://images.pokemontcg.io/sv4/35_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-35', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.12, 'high': 4.99, 'market': 0.11, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.08, 'high': 4.99, 'market': 0.06, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Orbeetle,sv4-12,12,"{'small': 'https://images.pokemontcg.io/sv4/12.png', 'large': 'https://images.pokemontcg.io/sv4/12_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-12', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 4.99, 'market': 0.13, 'directLow': 0.09}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.05, 'directLow': 0.03}}}",0.05,0,False
Paradox Rift,sv4,Nymble,sv4-13,13,"{'small': 'https://images.pokemontcg.io/sv4/13.png', 'large': 'https://images.pokemontcg.io/sv4/13_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-13', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': 0.04}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.11, 'high': 4.99, 'market': 0.09, 'directLow': 0.03}}}",0.06,0,False
Paradox Rift,sv4,Toedscruel,sv4-17,17,"{'small': 'https://images.pokemontcg.io/sv4/17.png', 'large': 'https://images.pokemontcg.io/sv4/17_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-17', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.2, 'high': 4.99, 'market': 0.2, 'directLow': 0.15}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Simisear,sv4-21,21,"{'small': 'https://images.pokemontcg.io/sv4/21.png', 'large': 'https://images.pokemontcg.io/sv4/21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-21', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.15, 'high': 4.99, 'market': 0.13, 'directLow': 0.1}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.05, 'directLow': 0.03}}}",0.05,0,False
Paradox Rift,sv4,Volcanion,sv4-22,22,"{'small': 'https://images.pokemontcg.io/sv4/22.png', 'large': 'https://images.pokemontcg.io/sv4/22_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-22', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.11, 'directLow': None}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.15, 'high': 4.99, 'market': 0.13, 'directLow': None}}}",0.13,0,False
Paradox Rift,sv4,Seadra,sv4-31,31,"{'small': 'https://images.pokemontcg.io/sv4/31.png', 'large': 'https://images.pokemontcg.io/sv4/31_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-31', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 25.0, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.11, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Kingdra,sv4-32,32,"{'small': 'https://images.pokemontcg.io/sv4/32.png', 'large': 'https://images.pokemontcg.io/sv4/32_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-32', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.15, 'high': 25.0, 'market': 0.12, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.2, 'high': 4.99, 'market': 0.13, 'directLow': 0.13}}}",0.13,0,False
Paradox Rift,sv4,Toedscool,sv4-16,16,"{'small': 'https://images.pokemontcg.io/sv4/16.png', 'large': 'https://images.pokemontcg.io/sv4/16_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-16', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.02, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.14, 'high': 5.0, 'market': 0.1, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Pansear,sv4-20,20,"{'small': 'https://images.pokemontcg.io/sv4/20.png', 'large': 'https://images.pokemontcg.io/sv4/20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-20', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.08, 'high': 4.99, 'market': 0.06, 'directLow': 0.01}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.09, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Charcadet,sv4-25,25,"{'small': 'https://images.pokemontcg.io/sv4/25.png', 'large': 'https://images.pokemontcg.io/sv4/25_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-25', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.05, 'directLow': 0.04}, 'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 5.0, 'market': 0.16, 'directLow': 0.07}}}",0.05,0,False
Paradox Rift,sv4,Iron Moth,sv4-28,28,"{'small': 'https://images.pokemontcg.io/sv4/28.png', 'large': 'https://images.pokemontcg.io/sv4/28_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-28', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.14, 'high': 20.0, 'market': 0.1, 'directLow': None}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.19, 'high': 4.99, 'market': 0.16, 'directLow': None}}}",0.16,0,False
Paradox Rift,sv4,Horsea,sv4-30,30,"{'small': 'https://images.pokemontcg.io/sv4/30.png', 'large': 'https://images.pokemontcg.io/sv4/30_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-30', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 4.99, 'market': 0.15, 'directLow': None}}}",0.07,0,False
Paradox Rift,sv4,Remoraid,sv4-33,33,"{'small': 'https://images.pokemontcg.io/sv4/33.png', 'large': 'https://images.pokemontcg.io/sv4/33_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-33', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.12, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.05, 'directLow': None}}}",0.05,0,False
Paradox Rift,sv4,Toedscool,sv4-15,15,"{'small': 'https://images.pokemontcg.io/sv4/15.png', 'large': 'https://images.pokemontcg.io/sv4/15_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-15', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.13, 'directLow': 0.08}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': 0.04}}}",0.07,0,False
Paradox Rift,sv4,Wo-Chien,sv4-18,18,"{'small': 'https://images.pokemontcg.io/sv4/18.png', 'large': 'https://images.pokemontcg.io/sv4/18_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-18', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.2, 'high': 4.99, 'market': 0.11, 'directLow': 0.11}, 'holofoil': {'low': 0.01, 'mid': 0.13, 'high': 4.99, 'market': 0.08, 'directLow': 0.07}}}",0.11,0,False
Paradox Rift,sv4,Magby,sv4-19,19,"{'small': 'https://images.pokemontcg.io/sv4/19.png', 'large': 'https://images.pokemontcg.io/sv4/19_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-19', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': 0.04}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.17, 'high': 5.05, 'market': 0.17, 'directLow': 0.09}}}",0.06,0,False
Paradox Rift,sv4,Fuecoco,sv4-23,23,"{'small': 'https://images.pokemontcg.io/sv4/23.png', 'large': 'https://images.pokemontcg.io/sv4/23_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-23', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.1, 'directLow': 0.08}}}",0.06,0,False
Paradox Rift,sv4,Chi-Yu,sv4-29,29,"{'small': 'https://images.pokemontcg.io/sv4/29.png', 'large': 'https://images.pokemontcg.io/sv4/29_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-29', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.04, 'mid': 0.18, 'high': 4.99, 'market': 0.17, 'directLow': None}, 'holofoil': {'low': 0.01, 'mid': 0.15, 'high': 6.0, 'market': 0.1, 'directLow': None}}}",0.17,0,False
Paradox Rift,sv4,Octillery,sv4-34,34,"{'small': 'https://images.pokemontcg.io/sv4/34.png', 'large': 'https://images.pokemontcg.io/sv4/34_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-34', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.08, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.13, 'high': 4.99, 'market': 0.12, 'directLow': None}}}",0.08,0,False
Paradox Rift,sv4,Milotic,sv4-36,36,"{'small': 'https://images.pokemontcg.io/sv4/36.png', 'large': 'https://images.pokemontcg.io/sv4/36_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-36', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.2, 'high': 5.0, 'market': 0.2, 'directLow': 0.2}, 'holofoil': {'low': 0.01, 'mid': 0.13, 'high': 5.0, 'market': 0.08, 'directLow': None}}}",0.2,0,False
Paradox Rift,sv4,Garchomp ex,sv4-38,38,"{'small': 'https://images.pokemontcg.io/sv4/38.png', 'large': 'https://images.pokemontcg.io/sv4/38_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-38', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 0.2, 'mid': 1.2, 'high': 9.99, 'market': 1.16, 'directLow': 0.96}}}",1.16,0,False
Paradox Rift,sv4,Mantyke,sv4-39,39,"{'small': 'https://images.pokemontcg.io/sv4/39.png', 'large': 'https://images.pokemontcg.io/sv4/39_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-39', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': 0.04}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 4.99, 'market': 0.12, 'directLow': 0.1}}}",0.06,0,False
Paradox Rift,sv4,Chien-Pao,sv4-57,57,"{'small': 'https://images.pokemontcg.io/sv4/57.png', 'large': 'https://images.pokemontcg.io/sv4/57_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-57', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.19, 'high': 5.0, 'market': 0.14, 'directLow': None}, 'holofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.07, 'directLow': None}}}",0.14,0,False
Paradox Rift,sv4,Plusle,sv4-60,60,"{'small': 'https://images.pokemontcg.io/sv4/60.png', 'large': 'https://images.pokemontcg.io/sv4/60_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-60', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.08, 'directLow': 0.02}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.14, 'high': 4.99, 'market': 0.14, 'directLow': 0.05}}}",0.08,0,False
Paradox Rift,sv4,Blitzle,sv4-62,62,"{'small': 'https://images.pokemontcg.io/sv4/62.png', 'large': 'https://images.pokemontcg.io/sv4/62_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-62', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.09, 'high': 4.99, 'market': 0.05, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.16, 'directLow': None}}}",0.05,0,False
Paradox Rift,sv4,Galvantula,sv4-65,65,"{'small': 'https://images.pokemontcg.io/sv4/65.png', 'large': 'https://images.pokemontcg.io/sv4/65_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-65', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.13, 'high': 4.99, 'market': 0.08, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Oricorio,sv4-67,67,"{'small': 'https://images.pokemontcg.io/sv4/67.png', 'large': 'https://images.pokemontcg.io/sv4/67_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-67', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.12, 'high': 4.99, 'market': 0.08, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.03, 'directLow': None}}}",0.03,0,False
Paradox Rift,sv4,Tapu Koko ex,sv4-68,68,"{'small': 'https://images.pokemontcg.io/sv4/68.png', 'large': 'https://images.pokemontcg.io/sv4/68_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-68', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.61, 'high': 10.0, 'market': 0.53, 'directLow': 0.71}}}",0.53,0,False
Paradox Rift,sv4,Iron Hands ex,sv4-70,70,"{'small': 'https://images.pokemontcg.io/sv4/70.png', 'large': 'https://images.pokemontcg.io/sv4/70_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-70', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 2.49, 'mid': 5.58, 'high': 39.93, 'market': 4.07, 'directLow': 5.78}}}",4.07,0,False
Paradox Rift,sv4,Latios,sv4-73,73,"{'small': 'https://images.pokemontcg.io/sv4/73.png', 'large': 'https://images.pokemontcg.io/sv4/73_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-73', 'updatedAt': '2025/01/25', 'prices': {'holofoil': {'low': 0.02, 'mid': 0.15, 'high': 7.0, 'market': 0.12, 'directLow': None}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.23, 'high': 15.0, 'market': 0.21, 'directLow': None}}}",0.21,0,False
Paradox Rift,sv4,Simipour,sv4-42,42,"{'small': 'https://images.pokemontcg.io/sv4/42.png', 'large': 'https://images.pokemontcg.io/sv4/42_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-42', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.16, 'high': 4.99, 'market': 0.14, 'directLow': 0.13}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.07, 'directLow': 0.05}}}",0.07,0,False
Paradox Rift,sv4,Vanillish,sv4-44,44,"{'small': 'https://images.pokemontcg.io/sv4/44.png', 'large': 'https://images.pokemontcg.io/sv4/44_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-44', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.11, 'high': 5.06, 'market': 0.11, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 10.0, 'market': 0.05, 'directLow': None}}}",0.05,0,False
Paradox Rift,sv4,Wimpod,sv4-47,47,"{'small': 'https://images.pokemontcg.io/sv4/47.png', 'large': 'https://images.pokemontcg.io/sv4/47_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-47', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.09, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Veluza,sv4-54,54,"{'small': 'https://images.pokemontcg.io/sv4/54.png', 'large': 'https://images.pokemontcg.io/sv4/54_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-54', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.15, 'high': 4.99, 'market': 0.09, 'directLow': None}}}",0.06,0,False
Paradox Rift,sv4,Iron Bundle,sv4-56,56,"{'small': 'https://images.pokemontcg.io/sv4/56.png', 'large': 'https://images.pokemontcg.io/sv4/56_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-56', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.15, 'high': 15.0, 'market': 0.12, 'directLow': None}, 'reverseHolofoil': {'low': 0.09, 'mid': 0.27, 'high': 4.99, 'market': 0.29, 'directLow': None}}}",0.12,0,False
Paradox Rift,sv4,Palkia,sv4-40,40,"{'small': 'https://images.pokemontcg.io/sv4/40.png', 'large': 'https://images.pokemontcg.io/sv4/40_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-40', 'updatedAt': '2025/01/25', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.18, 'high': 18.0, 'market': 0.15, 'directLow': None}, 'holofoil': {'low': 0.01, 'mid': 0.13, 'high': 4.99, 'market': 0.1, 'directLow': None}}}",0.15,0,False
Paradox Rift,sv4,Vanilluxe,sv4-45,45,"{'small': 'https://images.pokemontcg.io/sv4/45.png', 'large': 'https://images.pokemontcg.io/sv4/45_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-45', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.21, 'high': 4.99, 'market': 0.2, 'directLow': 0.21}}}",0.06,0,False
Paradox Rift,sv4,Wimpod,sv4-48,48,"{'small': 'https://images.pokemontcg.io/sv4/48.png', 'large': 'https://images.pokemontcg.io/sv4/48_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv4-48', 'updatedAt': '2025/01/25', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.14, 'high': 4.99, 'market': 0.12, 'directLow': None}}}",0.06,0,False
