set,set id,name,id,card number,image,prices,price,cost,obtained
Twilight Masquerade,sv6,Grookey,sv6-14,14,"{'small': 'https://images.pokemontcg.io/sv6/14.png', 'large': 'https://images.pokemontcg.io/sv6/14_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-14', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.16, 'high': 4.99, 'market': 0.17, 'directLow': 0.2}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': None}}}",0.06,0,False
Twilight Masquerade,sv6,Thwackey,sv6-15,15,"{'small': 'https://images.pokemontcg.io/sv6/15.png', 'large': 'https://images.pokemontcg.io/sv6/15_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-15', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.19, 'high': 100.0, 'market': 0.15, 'directLow': 0.14}}}",0.06,0,False
Twilight Masquerade,sv6,Rillaboom,sv6-16,16,"{'small': 'https://images.pokemontcg.io/sv6/16.png', 'large': 'https://images.pokemontcg.io/sv6/16_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-16', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 5.0, 'market': 0.08, 'directLow': 0.07}}}",0.06,0,False
Twilight Masquerade,sv6,Applin,sv6-17,17,"{'small': 'https://images.pokemontcg.io/sv6/17.png', 'large': 'https://images.pokemontcg.io/sv6/17_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-17', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.16, 'high': 4.99, 'market': 0.17, 'directLow': 0.2}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.04, 'directLow': 0.04}}}",0.04,0,False
Twilight Masquerade,sv6,Dipplin,sv6-18,18,"{'small': 'https://images.pokemontcg.io/sv6/18.png', 'large': 'https://images.pokemontcg.io/sv6/18_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-18', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.2, 'high': 4.99, 'market': 0.15, 'directLow': 0.14}}}",0.06,0,False
Twilight Masquerade,sv6,Iron Leaves,sv6-19,19,"{'small': 'https://images.pokemontcg.io/sv6/19.png', 'large': 'https://images.pokemontcg.io/sv6/19_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-19', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.11, 'high': 100.0, 'market': 0.07, 'directLow': 0.09}, 'reverseHolofoil': {'low': 0.03, 'mid': 0.2, 'high': 4.99, 'market': 0.18, 'directLow': 0.15}}}",0.18,0,False
Twilight Masquerade,sv6,Poltchageist,sv6-20,20,"{'small': 'https://images.pokemontcg.io/sv6/20.png', 'large': 'https://images.pokemontcg.io/sv6/20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-20', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.07, 'directLow': None}, 'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 4.99, 'market': 0.11, 'directLow': 0.1}}}",0.07,0,False
Twilight Masquerade,sv6,Poltchageist,sv6-21,21,"{'small': 'https://images.pokemontcg.io/sv6/21.png', 'large': 'https://images.pokemontcg.io/sv6/21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-21', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.1, 'directLow': 0.09}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.05, 'directLow': 0.05}}}",0.05,0,False
Twilight Masquerade,sv6,Sinistcha,sv6-22,22,"{'small': 'https://images.pokemontcg.io/sv6/22.png', 'large': 'https://images.pokemontcg.io/sv6/22_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-22', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.12, 'high': 100.0, 'market': 0.09, 'directLow': 0.09}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.2, 'high': 4.99, 'market': 0.17, 'directLow': 0.2}}}",0.17,0,False
Twilight Masquerade,sv6,Sinistcha ex,sv6-23,23,"{'small': 'https://images.pokemontcg.io/sv6/23.png', 'large': 'https://images.pokemontcg.io/sv6/23_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-23', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 0.1, 'mid': 0.58, 'high': 25.0, 'market': 0.63, 'directLow': 0.97}}}",0.63,0,False
Twilight Masquerade,sv6,Teal Mask Ogerpon,sv6-24,24,"{'small': 'https://images.pokemontcg.io/sv6/24.png', 'large': 'https://images.pokemontcg.io/sv6/24_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-24', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.2, 'high': 4.99, 'market': 0.15, 'directLow': 0.14}, 'holofoil': {'low': 0.01, 'mid': 0.12, 'high': 100.0, 'market': 0.08, 'directLow': 0.09}}}",0.15,0,False
Twilight Masquerade,sv6,Teal Mask Ogerpon ex,sv6-25,25,"{'small': 'https://images.pokemontcg.io/sv6/25.png', 'large': 'https://images.pokemontcg.io/sv6/25_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-25', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 3.0, 'mid': 5.85, 'high': 25.0, 'market': 5.0, 'directLow': None}}}",5.0,0,False
Twilight Masquerade,sv6,Vulpix,sv6-26,26,"{'small': 'https://images.pokemontcg.io/sv6/26.png', 'large': 'https://images.pokemontcg.io/sv6/26_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-26', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 5.0, 'market': 0.13, 'directLow': 0.09}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': 0.04}}}",0.06,0,False
Twilight Masquerade,sv6,Ninetales,sv6-27,27,"{'small': 'https://images.pokemontcg.io/sv6/27.png', 'large': 'https://images.pokemontcg.io/sv6/27_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-27', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.08, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 5.0, 'market': 0.13, 'directLow': 0.11}}}",0.08,0,False
Twilight Masquerade,sv6,Slugma,sv6-28,28,"{'small': 'https://images.pokemontcg.io/sv6/28.png', 'large': 'https://images.pokemontcg.io/sv6/28_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-28', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.05, 'directLow': 0.05}, 'normal': {'low': 0.01, 'mid': 0.09, 'high': 100.0, 'market': 0.05, 'directLow': 0.03}}}",0.05,0,False
Twilight Masquerade,sv6,Magcargo ex,sv6-29,29,"{'small': 'https://images.pokemontcg.io/sv6/29.png', 'large': 'https://images.pokemontcg.io/sv6/29_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-29', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 0.1, 'mid': 0.53, 'high': 5.95, 'market': 0.58, 'directLow': 0.95}}}",0.58,0,False
Twilight Masquerade,sv6,Torkoal,sv6-30,30,"{'small': 'https://images.pokemontcg.io/sv6/30.png', 'large': 'https://images.pokemontcg.io/sv6/30_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-30', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 100.0, 'market': 0.09, 'directLow': 0.07}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': 0.05}}}",0.06,0,False
Twilight Masquerade,sv6,Chimchar,sv6-31,31,"{'small': 'https://images.pokemontcg.io/sv6/31.png', 'large': 'https://images.pokemontcg.io/sv6/31_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-31', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.14, 'high': 100.0, 'market': 0.06, 'directLow': 0.05}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.04, 'directLow': 0.03}}}",0.04,0,False
Twilight Masquerade,sv6,Monferno,sv6-32,32,"{'small': 'https://images.pokemontcg.io/sv6/32.png', 'large': 'https://images.pokemontcg.io/sv6/32_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-32', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.07, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.13, 'high': 100.0, 'market': 0.09, 'directLow': 0.07}}}",0.07,0,False
Twilight Masquerade,sv6,Infernape,sv6-33,33,"{'small': 'https://images.pokemontcg.io/sv6/33.png', 'large': 'https://images.pokemontcg.io/sv6/33_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-33', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.04, 'mid': 0.2, 'high': 100.0, 'market': 0.13, 'directLow': 0.15}, 'holofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.1, 'directLow': 0.07}}}",0.13,0,False
Twilight Masquerade,sv6,Darumaka,sv6-34,34,"{'small': 'https://images.pokemontcg.io/sv6/34.png', 'large': 'https://images.pokemontcg.io/sv6/34_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-34', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.08, 'high': 100.0, 'market': 0.04, 'directLow': 0.02}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.07, 'directLow': 0.06}}}",0.04,0,False
Twilight Masquerade,sv6,Darmanitan,sv6-35,35,"{'small': 'https://images.pokemontcg.io/sv6/35.png', 'large': 'https://images.pokemontcg.io/sv6/35_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-35', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.06, 'directLow': 0.07}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 4.99, 'market': 0.03, 'directLow': 0.03}}}",0.03,0,False
Twilight Masquerade,sv6,Litwick,sv6-36,36,"{'small': 'https://images.pokemontcg.io/sv6/36.png', 'large': 'https://images.pokemontcg.io/sv6/36_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-36', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.08, 'high': 100.0, 'market': 0.04, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.13, 'high': 4.99, 'market': 0.06, 'directLow': 0.07}}}",0.04,0,False
Twilight Masquerade,sv6,Lampent,sv6-37,37,"{'small': 'https://images.pokemontcg.io/sv6/37.png', 'large': 'https://images.pokemontcg.io/sv6/37_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-37', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.06, 'directLow': 0.04}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.05, 'directLow': 0.05}}}",0.05,0,False
Twilight Masquerade,sv6,Chandelure,sv6-38,38,"{'small': 'https://images.pokemontcg.io/sv6/38.png', 'large': 'https://images.pokemontcg.io/sv6/38_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-38', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': 0.06}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.2, 'high': 4.99, 'market': 0.17, 'directLow': 0.15}}}",0.17,0,False
Twilight Masquerade,sv6,Chi-Yu,sv6-39,39,"{'small': 'https://images.pokemontcg.io/sv6/39.png', 'large': 'https://images.pokemontcg.io/sv6/39_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-39', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.16, 'high': 4.99, 'market': 0.13, 'directLow': 0.15}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.04, 'directLow': 0.03}}}",0.04,0,False
Twilight Masquerade,sv6,Hearthflame Mask Ogerpon ex,sv6-40,40,"{'small': 'https://images.pokemontcg.io/sv6/40.png', 'large': 'https://images.pokemontcg.io/sv6/40_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-40', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 0.09, 'mid': 0.6, 'high': 4.99, 'market': 0.69, 'directLow': 0.82}}}",0.69,0,False
Twilight Masquerade,sv6,Poliwag,sv6-41,41,"{'small': 'https://images.pokemontcg.io/sv6/41.png', 'large': 'https://images.pokemontcg.io/sv6/41_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-41', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 100.0, 'market': 0.09, 'directLow': 0.07}}}",0.06,0,False
Twilight Masquerade,sv6,Poliwhirl,sv6-42,42,"{'small': 'https://images.pokemontcg.io/sv6/42.png', 'large': 'https://images.pokemontcg.io/sv6/42_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-42', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.13, 'high': 100.0, 'market': 0.08, 'directLow': 0.07}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.07, 'directLow': None}}}",0.07,0,False
Twilight Masquerade,sv6,Poliwrath,sv6-43,43,"{'small': 'https://images.pokemontcg.io/sv6/43.png', 'large': 'https://images.pokemontcg.io/sv6/43_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-43', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.12, 'directLow': 0.08}}}",0.06,0,False
Twilight Masquerade,sv6,Goldeen,sv6-44,44,"{'small': 'https://images.pokemontcg.io/sv6/44.png', 'large': 'https://images.pokemontcg.io/sv6/44_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-44', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.09, 'high': 100.0, 'market': 0.06, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.13, 'high': 100.0, 'market': 0.11, 'directLow': 0.08}}}",0.06,0,False
Twilight Masquerade,sv6,Seaking,sv6-45,45,"{'small': 'https://images.pokemontcg.io/sv6/45.png', 'large': 'https://images.pokemontcg.io/sv6/45_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-45', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.05, 'directLow': 0.04}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.09, 'directLow': 0.06}}}",0.05,0,False
Twilight Masquerade,sv6,Jynx,sv6-46,46,"{'small': 'https://images.pokemontcg.io/sv6/46.png', 'large': 'https://images.pokemontcg.io/sv6/46_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-46', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 100.0, 'market': 0.1, 'directLow': 0.06}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': 0.04}}}",0.06,0,False
Twilight Masquerade,sv6,Corphish,sv6-47,47,"{'small': 'https://images.pokemontcg.io/sv6/47.png', 'large': 'https://images.pokemontcg.io/sv6/47_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-47', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.09, 'high': 100.0, 'market': 0.03, 'directLow': 0.02}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.11, 'high': 25.0, 'market': 0.06, 'directLow': 0.04}}}",0.03,0,False
Twilight Masquerade,sv6,Crawdaunt,sv6-48,48,"{'small': 'https://images.pokemontcg.io/sv6/48.png', 'large': 'https://images.pokemontcg.io/sv6/48_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-48', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.02, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.1, 'directLow': 0.07}}}",0.02,0,False
Twilight Masquerade,sv6,Feebas,sv6-49,49,"{'small': 'https://images.pokemontcg.io/sv6/49.png', 'large': 'https://images.pokemontcg.io/sv6/49_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-49', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.08, 'high': 100.0, 'market': 0.04, 'directLow': 0.02}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.12, 'high': 4.99, 'market': 0.08, 'directLow': 0.06}}}",0.04,0,False
Twilight Masquerade,sv6,Milotic,sv6-50,50,"{'small': 'https://images.pokemontcg.io/sv6/50.png', 'large': 'https://images.pokemontcg.io/sv6/50_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-50', 'updatedAt': '2025/01/06', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.05, 'directLow': 0.03}, 'reverseHolofoil': {'low': 0.03, 'mid': 0.2, 'high': 4.99, 'market': 0.11, 'directLow': 0.1}}}",0.05,0,False
Twilight Masquerade,sv6,Snorunt,sv6-51,51,"{'small': 'https://images.pokemontcg.io/sv6/51.png', 'large': 'https://images.pokemontcg.io/sv6/51_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-51', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.01, 'mid': 0.15, 'high': 4.99, 'market': 0.08, 'directLow': 0.08}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.06, 'directLow': None}}}",0.06,0,False
Twilight Masquerade,sv6,Glalie,sv6-52,52,"{'small': 'https://images.pokemontcg.io/sv6/52.png', 'large': 'https://images.pokemontcg.io/sv6/52_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-52', 'updatedAt': '2025/01/06', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 4.99, 'market': 0.11, 'directLow': 0.1}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 100.0, 'market': 0.04, 'directLow': 0.03}}}",0.04,0,False
Twilight Masquerade,sv6,Froslass,sv6-53,53,"{'small': 'https://images.pokemontcg.io/sv6/53.png', 'large': 'https://images.pokemontcg.io/sv6/53_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sv6-53', 'updatedAt': '2025/01/06', 'prices': {'holofoil': {'low': 0.01, 'mid': 0.15, 'high': 100.0, 'market': 0.1, 'directLow': 0.09}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.21, 'high': 4.99, 'market': 0.2, 'directLow': 0.15}}}",0.2,0,False
